"","month_of_analyst_forecast","monthly_returns","excess_returns","February","March","April","May","June","July","August","September","October","November","December","quartile_market_capitalization","quartile_feps","quartile_analyst_following"
"18828","11",0.0117543861269951,0.0017543861269951,0,0,0,0,0,0,0,0,0,1,0,1,1,2
"18829","12",0.0240174680948257,0.0440174680948257,0,0,0,0,0,0,0,0,0,0,1,1,1,2
"18830","1",0.138888895511627,0.078888895511627,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"18831","2",0.0021463418379426,-0.0878536581620574,1,0,0,0,0,0,0,0,0,0,0,1,1,4
"18832","3",-0.0620915032923222,-0.0820915032923222,0,1,0,0,0,0,0,0,0,0,0,1,1,4
"18833","4",-0.0662020891904831,-0.0962020891904831,0,0,1,0,0,0,0,0,0,0,0,1,1,4
"18834","5",-0.0180597007274628,-0.0080597007274628,0,0,0,1,0,0,0,0,0,0,0,1,1,4
"18835","6",0.0383141748607159,-0.0416858251392841,0,0,0,0,1,0,0,0,0,0,0,1,1,4
"18836","7",0.0461254604160786,0.0461254604160786,0,0,0,0,0,1,0,0,0,0,0,1,1,4
"18837","8",0.039365079253912,0.059365079253912,0,0,0,0,0,0,1,0,0,0,0,1,1,4
"18838","9",0.0256410259753466,-0.0243589740246534,0,0,0,0,0,0,0,1,0,0,0,1,1,4
"18839","10",-0.00113333307672292,-0.00113333307672292,0,0,0,0,0,0,0,0,1,0,0,1,1,4
"18840","11",0.0134453782811761,0.0434453782811761,0,0,0,0,0,0,0,0,0,1,0,1,1,4
"18841","12",0.0398009940981865,-0.000199005901813501,0,0,0,0,0,0,0,0,0,0,1,1,1,4
"18842","1",0.039872407913208,-0.030127592086792,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"18843","2",-0.0304907970130444,-0.0204907970130444,1,0,0,0,0,0,0,0,0,0,0,1,1,2
"18844","3",0.0829346105456352,0.0629346105456352,0,1,0,0,0,0,0,0,0,0,0,1,1,2
"18845","4",0.0471281297504902,-0.0128718702495098,0,0,1,0,0,0,0,0,0,0,0,1,1,2
"18846","5",0.014233473688364,-0.025766526311636,0,0,0,1,0,0,0,0,0,0,0,1,1,2
"18847","6",-0.0139664802700281,-0.0039664802700281,0,0,0,0,1,0,0,0,0,0,0,1,1,2
"18848","7",0.256543904542923,0.186543904542923,0,0,0,0,0,1,0,0,0,0,0,1,1,2
"18849","8",-0.0385487526655197,-0.0785487526655197,0,0,0,0,0,0,1,0,0,0,0,1,1,2
"18850","9",0.0212264154106379,0.0312264154106379,0,0,0,0,0,0,0,1,0,0,0,1,1,2
"18851","10",0.00808314047753811,0.0780831404775381,0,0,0,0,0,0,0,0,1,0,0,1,1,2
"18852","11",0.0471019484102726,0.0371019484102726,0,0,0,0,0,0,0,0,0,1,0,1,1,2
"18853","12",0.0165016502141953,0.0065016502141953,0,0,0,0,0,0,0,0,0,0,1,1,1,2
"18854","1",-0.0470162741839886,-0.0870162741839886,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"18855","2",0.0105502847582102,0.000550284758210199,1,0,0,0,0,0,0,0,0,0,0,2,1,3
"18856","3",0.0625,0.0225,0,1,0,0,0,0,0,0,0,0,0,2,1,3
"18857","4",0.0445632785558701,0.0545632785558701,0,0,1,0,0,0,0,0,0,0,0,2,1,3
"18858","5",0.00778156984597445,-0.0222184301540256,0,0,0,1,0,0,0,0,0,0,0,2,1,3
"18859","6",-0.0324232093989849,-0.0424232093989849,0,0,0,0,1,0,0,0,0,0,0,2,1,3
"18860","7",-0.0529100522398949,-0.0629100522398949,0,0,0,0,0,1,0,0,0,0,0,2,1,3
"18861","8",0.0550465546548366,0.0050465546548366,0,0,0,0,0,0,1,0,0,0,0,2,1,3
"18862","9",-0.0587188601493835,-0.0687188601493835,0,0,0,0,0,0,0,1,0,0,0,2,1,3
"18863","10",0.0510396957397461,0.0110396957397461,0,0,0,0,0,0,0,0,1,0,0,2,1,3
"18864","11",-0.0367625914514065,-0.0167625914514065,0,0,0,0,0,0,0,0,0,1,0,2,1,3
"18865","12",0.0169491525739431,-0.0330508474260569,0,0,0,0,0,0,0,0,0,0,1,2,1,3
"18866","1",0.0214285720139742,-0.0085714279860258,0,0,0,0,0,0,0,0,0,0,0,2,1,2
"18867","2",-0.0192307699471712,-0.0492307699471712,1,0,0,0,0,0,0,0,0,0,0,2,1,2
"18868","3",0.0228758174926043,0.0028758174926043,0,1,0,0,0,0,0,0,0,0,0,2,1,2
"18869","4",0.0207667723298073,-0.0092332276701927,0,0,1,0,0,0,0,0,0,0,0,2,1,2
"18870","5",0.0441314540803433,0.0141314540803433,0,0,0,1,0,0,0,0,0,0,0,2,1,2
"18871","6",0.0438066460192204,0.0238066460192204,0,0,0,0,1,0,0,0,0,0,0,2,1,2
"18872","7",-0.0289435591548681,-0.0589435591548681,0,0,0,0,0,1,0,0,0,0,0,2,1,2
"18873","8",0.0852458998560905,0.0652458998560905,0,0,0,0,0,0,1,0,0,0,0,2,1,2
"18874","9",0.0539419092237949,0.0239419092237949,0,0,0,0,0,0,0,1,0,0,0,2,1,2
"18875","10",-0.106299214065075,-0.086299214065075,0,0,0,0,0,0,0,0,1,0,0,2,1,2
"18876","11",0.056093979626894,0.026093979626894,0,0,0,0,0,0,0,0,0,1,0,2,1,2
"18877","12",0.0882352963089943,0.0582352963089943,0,0,0,0,0,0,0,0,0,0,1,2,1,2
"18878","2",0.211340248584747,0.181340248584747,1,0,0,0,0,0,0,0,0,0,0,1,4,2
"18879","3",-0.0359338186681271,-0.0159338186681271,0,1,0,0,0,0,0,0,0,0,0,1,4,2
"18880","4",-0.257724344730377,-0.227724344730377,0,0,1,0,0,0,0,0,0,0,0,1,4,2
"18881","5",0.142385244369507,0.102385244369507,0,0,0,1,0,0,0,0,0,0,0,1,4,2
"18882","6",0.0500289015471935,0.0100289015471935,0,0,0,0,1,0,0,0,0,0,0,1,4,2
"18883","7",0.100247845053673,0.050247845053673,0,0,0,0,0,1,0,0,0,0,0,1,4,2
"18884","8",0.0843554139137268,0.0843554139137268,0,0,0,0,0,0,1,0,0,0,0,1,4,2
"18885","9",0.0120037039741874,0.0020037039741874,0,0,0,0,0,0,0,1,0,0,0,1,4,2
"18886","10",-0.0750456377863884,-0.0450456377863884,0,0,0,0,0,0,0,0,1,0,0,1,4,2
"18887","11",0.0221948586404324,-0.0278051413595676,0,0,0,0,0,0,0,0,0,1,0,1,4,2
"18888","12",-0.0349819250404835,-0.0449819250404835,0,0,0,0,0,0,0,0,0,0,1,1,4,2
"18889","2",-0.123110167682171,-0.073110167682171,1,0,0,0,0,0,0,0,0,0,0,1,2,2
"18890","3",0.00960599072277546,-0.0603940092772245,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"18891","4",0.0307391621172428,-0.0092608378827572,0,0,1,0,0,0,0,0,0,0,0,1,2,2
"18892","5",-0.104142047464848,-0.034142047464848,0,0,0,1,0,0,0,0,0,0,0,1,2,2
"18893","6",0.106208734214306,0.106208734214306,0,0,0,0,1,0,0,0,0,0,0,1,2,2
"18894","7",0.115357100963593,0.155357100963593,0,0,0,0,0,1,0,0,0,0,0,1,2,2
"18895","8",-0.0364025868475437,-0.0364025868475437,0,0,0,0,0,0,1,0,0,0,0,1,2,2
"18896","9",-0.108888924121857,-0.088888924121857,0,0,0,0,0,0,0,1,0,0,0,1,2,2
"18897","10",0.112468883395195,0.032468883395195,0,0,0,0,0,0,0,0,1,0,0,1,2,2
"18898","11",0.0759919136762619,0.0159919136762619,0,0,0,0,0,0,0,0,0,1,0,1,2,2
"18899","12",-0.0291666984558106,-0.0191666984558106,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"18900","2",-0.1505376547575,-0.1305376547575,1,0,0,0,0,0,0,0,0,0,0,1,2,2
"18901","3",0.0180832035839558,0.0180832035839558,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"18902","4",0.116975404322147,0.076975404322147,0,0,1,0,0,0,0,0,0,0,0,1,2,2
"18903","5",0.00749654741957784,-0.0525034525804222,0,0,0,1,0,0,0,0,0,0,0,1,2,2
"18904","6",-0.0863584727048874,-0.0863584727048874,0,0,0,0,1,0,0,0,0,0,0,1,2,2
"18905","7",0.0135735245421529,0.0535735245421529,0,0,0,0,0,1,0,0,0,0,0,1,2,2
"18906","8",-0.095203310251236,-0.075203310251236,0,0,0,0,0,0,1,0,0,0,0,1,2,2
"18907","9",0.19617871940136,0.15617871940136,0,0,0,0,0,0,0,1,0,0,0,1,2,2
"18908","10",0.216197982430458,0.176197982430458,0,0,0,0,0,0,0,0,1,0,0,1,2,2
"18909","11",-0.024787275120616,0.065212724879384,0,0,0,0,0,0,0,0,0,1,0,1,2,2
"18910","12",0.0937025547027588,0.0837025547027588,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"18911","2",0.124549299478531,0.064549299478531,1,0,0,0,0,0,0,0,0,0,0,2,3,3
"18912","3",0.0800266936421394,-0.0099733063578606,0,1,0,0,0,0,0,0,0,0,0,2,3,3
"18913","4",0.11739245057106,0.04739245057106,0,0,1,0,0,0,0,0,0,0,0,2,3,3
"18914","5",-0.0732868686318398,0.0467131313681602,0,0,0,1,0,0,0,0,0,0,0,2,3,3
"18915","6",-0.0631943717598915,0.0368056282401085,0,0,0,0,1,0,0,0,0,0,0,2,3,3
"18916","7",0.122290283441544,0.012290283441544,0,0,0,0,0,1,0,0,0,0,0,2,3,3
"18917","8",-0.0360186994075775,0.0339813005924225,0,0,0,0,0,0,1,0,0,0,0,2,3,3
"18918","9",0.125766217708588,-0.004233782291412,0,0,0,0,0,0,0,1,0,0,0,2,3,3
"18919","10",0.0516176335513592,0.00161763355135919,0,0,0,0,0,0,0,0,1,0,0,2,3,3
"18920","11",0.0956790149211884,0.0556790149211884,0,0,0,0,0,0,0,0,0,1,0,2,3,3
"18921","12",0.0648795962333679,-0.0351204037666321,0,0,0,0,0,0,0,0,0,0,1,2,3,3
"18922","2",0.17069274187088,0.13069274187088,1,0,0,0,0,0,0,0,0,0,0,3,2,4
"18923","3",-0.0740109160542488,-0.0740109160542488,0,1,0,0,0,0,0,0,0,0,0,3,2,4
"18924","4",0.0534070283174515,0.0834070283174515,0,0,1,0,0,0,0,0,0,0,0,3,2,4
"18925","5",-0.244580447673798,-0.094580447673798,0,0,0,1,0,0,0,0,0,0,0,3,2,4
"18926","6",-0.048368439078331,-0.078368439078331,0,0,0,0,1,0,0,0,0,0,0,3,2,4
"18927","7",-0.0175096653401852,0.0124903346598148,0,0,0,0,0,1,0,0,0,0,0,3,2,4
"18928","8",0.101980164647102,0.041980164647102,0,0,0,0,0,0,1,0,0,0,0,3,2,4
"18929","9",0.0642408058047295,0.0142408058047295,0,0,0,0,0,0,0,1,0,0,0,3,2,4
"18930","10",-0.113127909600735,-0.093127909600735,0,0,0,0,0,0,0,0,1,0,0,3,2,4
"18931","11",-0.0019038988975808,-0.0219038988975808,0,0,0,0,0,0,0,0,0,1,0,3,2,4
"18932","12",0.0340963378548622,-0.0359036621451378,0,0,0,0,0,0,0,0,0,0,1,3,2,4
"18933","2",0.0235392786562443,0.0535392786562443,1,0,0,0,0,0,0,0,0,0,0,3,2,4
"18934","3",0.0439424924552441,0.0139424924552441,0,1,0,0,0,0,0,0,0,0,0,3,2,4
"18935","4",-0.124704957008362,-0.104704957008362,0,0,1,0,0,0,0,0,0,0,0,3,2,4
"18936","5",0.0352808907628059,-0.0247191092371941,0,0,0,1,0,0,0,0,0,0,0,3,2,4
"18937","6",0.000434131914516911,0.0604341319145169,0,0,0,0,1,0,0,0,0,0,0,3,2,4
"18938","7",0.116728164255619,0.00672816425561899,0,0,0,0,0,1,0,0,0,0,0,3,2,4
"18939","8",-0.0194287933409214,0.000571206659078602,0,0,0,0,0,0,1,0,0,0,0,3,2,4
"18940","9",0.18585292994976,0.10585292994976,0,0,0,0,0,0,0,1,0,0,0,3,2,4
"18941","11",-0.0970249325037003,-0.1070249325037,0,0,0,0,0,0,0,0,0,1,0,3,2,4
"18942","10",-0.210315927863121,-0.210315927863121,0,0,0,0,0,0,0,0,1,0,0,4,2,3
"18943","11",-0.317929476499557,-0.297929476499557,0,0,0,0,0,0,0,0,0,1,0,4,2,3
"18944","12",-0.20995931327343,-0.18995931327343,0,0,0,0,0,0,0,0,0,0,1,4,2,3
"18945","2",0.126915439963341,0.00691543996334101,1,0,0,0,0,0,0,0,0,0,0,3,4,4
"18946","3",-0.0866095796227455,-0.0466095796227455,0,1,0,0,0,0,0,0,0,0,0,3,4,4
"18947","4",0.226860851049423,0.126860851049423,0,0,1,0,0,0,0,0,0,0,0,3,4,4
"18948","5",-0.129781007766724,-0.089781007766724,0,0,0,1,0,0,0,0,0,0,0,3,4,4
"18949","6",0.0184903535991907,0.0684903535991907,0,0,0,0,1,0,0,0,0,0,0,3,4,4
"18950","7",-0.390178561210632,-0.230178561210632,0,0,0,0,0,1,0,0,0,0,0,3,4,4
"18951","8",-0.0566129758954048,-0.0166129758954048,0,0,0,0,0,0,1,0,0,0,0,3,4,4
"18952","9",-0.210036188364029,-0.060036188364029,0,0,0,0,0,0,0,1,0,0,0,3,4,4
"18953","10",0.12835618853569,0.00835618853569001,0,0,0,0,0,0,0,0,1,0,0,3,4,4
"18954","11",-0.0417875424027443,-0.0217875424027443,0,0,0,0,0,0,0,0,0,1,0,3,4,4
"18955","12",-0.428225338459015,-0.318225338459015,0,0,0,0,0,0,0,0,0,0,1,3,4,4
"18956","2",-0.454421728849411,-0.434421728849411,1,0,0,0,0,0,0,0,0,0,0,2,4,4
"18957","3",0.99002480506897,0.74002480506897,0,1,0,0,0,0,0,0,0,0,0,2,4,4
"18958","4",0.503759384155273,0.313759384155273,0,0,1,0,0,0,0,0,0,0,0,2,4,4
"18959","5",0.0291666984558106,0.0791666984558106,0,0,0,1,0,0,0,0,0,0,0,2,4,4
"18960","6",-0.25020244717598,-0.30020244717598,0,0,0,0,1,0,0,0,0,0,0,2,4,4
"18961","7",-0.204103708267212,-0.224103708267212,0,0,0,0,0,1,0,0,0,0,0,2,4,4
"18962","8",-0.0108548067510128,-0.0408548067510128,0,0,0,0,0,0,1,0,0,0,0,2,4,4
"18963","9",0.198902577161789,0.158902577161789,0,0,0,0,0,0,0,1,0,0,0,2,4,4
"18964","10",-0.057208240032196,-0.007208240032196,0,0,0,0,0,0,0,0,1,0,0,2,4,4
"18965","11",0.483009785413742,0.343009785413742,0,0,0,0,0,0,0,0,0,1,0,2,4,4
"18966","12",-0.01636659540236,-0.04636659540236,0,0,0,0,0,0,0,0,0,0,1,2,4,4
"18967","2",-0.0216410979628563,-0.0116410979628563,1,0,0,0,0,0,0,0,0,0,0,2,4,3
"18968","3",-0.128110632300377,-0.098110632300377,0,1,0,0,0,0,0,0,0,0,0,2,4,3
"18969","4",-0.122621551156044,-0.082621551156044,0,0,1,0,0,0,0,0,0,0,0,2,4,3
"18970","5",-0.149397611618042,-0.079397611618042,0,0,0,1,0,0,0,0,0,0,0,2,4,3
"18971","6",-0.21954670548439,-0.23954670548439,0,0,0,0,1,0,0,0,0,0,0,2,4,3
"18972","7",-0.0471869707107544,-0.0771869707107544,0,0,0,0,0,1,0,0,0,0,0,2,4,3
"18973","8",-0.148571461439133,-0.108571461439133,0,0,0,0,0,0,1,0,0,0,0,2,4,3
"18974","9",0.221476569771767,0.121476569771767,0,0,0,0,0,0,0,1,0,0,0,2,4,3
"18975","10",0.100732631981373,0.120732631981373,0,0,0,0,0,0,0,0,1,0,0,2,4,3
"18976","11",0.0378535687923431,0.0078535687923431,0,0,0,0,0,0,0,0,0,1,0,2,4,3
"18977","12",0.061322595924139,0.001322595924139,0,0,0,0,0,0,0,0,0,0,1,2,4,3
"18978","2",-0.0254298355430365,0.0645701644569635,1,0,0,0,0,0,0,0,0,0,0,1,3,4
"18979","3",0.243660464882851,0.263660464882851,0,1,0,0,0,0,0,0,0,0,0,1,3,4
"18980","4",0.206264764070511,0.146264764070511,0,0,1,0,0,0,0,0,0,0,0,1,3,4
"18981","5",0.284174382686615,0.224174382686615,0,0,0,1,0,0,0,0,0,0,0,1,3,4
"18982","6",0.00572306476533413,0.00572306476533413,0,0,0,0,1,0,0,0,0,0,0,1,3,4
"18983","7",-0.0582321621477604,-0.0882321621477604,0,0,0,0,0,1,0,0,0,0,0,1,3,4
"18984","8",0.0253776088356972,0.0253776088356972,0,0,0,0,0,0,1,0,0,0,0,1,3,4
"18985","9",0.0418385602533817,0.0518385602533817,0,0,0,0,0,0,0,1,0,0,0,1,3,4
"18986","10",-0.296757191419601,-0.146757191419601,0,0,0,0,0,0,0,0,1,0,0,1,3,4
"18987","11",-0.18847182393074,-0.12847182393074,0,0,0,0,0,0,0,0,0,1,0,1,3,4
"18988","12",-0.250412940979004,-0.050412940979004,0,0,0,0,0,0,0,0,0,0,1,1,3,4
"18989","1",-0.184873953461647,-0.194873953461647,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"18990","2",0.0206185560673475,-0.0493814439326525,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"18991","3",-0.036363635212183,-0.096363635212183,0,1,0,0,0,0,0,0,0,0,0,1,2,1
"18992","4",0.00531914876773953,0.00531914876773953,0,0,1,0,0,0,0,0,0,0,0,1,2,1
"18993","5",0.0148148145526648,-0.0251851854473352,0,0,0,1,0,0,0,0,0,0,0,1,2,1
"18994","6",-0.00529100513085723,-0.0152910051308572,0,0,0,0,1,0,0,0,0,0,0,1,2,1
"18995","7",-0.202127665281296,-0.142127665281296,0,0,0,0,0,1,0,0,0,0,0,1,2,1
"18996","8",0.125333338975906,0.075333338975906,0,0,0,0,0,0,1,0,0,0,0,1,2,1
"18997","9",-0.108433738350868,-0.068433738350868,0,0,0,0,0,0,0,1,0,0,0,1,2,1
"18998","10",0.013513513840735,-0.026486486159265,0,0,0,0,0,0,0,0,1,0,0,1,2,1
"18999","11",0.340000003576279,0.330000003576279,0,0,0,0,0,0,0,0,0,1,0,1,2,1
"19000","12",-0.0606965161859989,-0.0506965161859989,0,0,0,0,0,0,0,0,0,0,1,1,2,1
"19001","1",0.0509554147720337,0.0209554147720337,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"19002","2",0.0636363625526428,0.0536363625526428,1,0,0,0,0,0,0,0,0,0,0,1,2,2
"19003","3",0.108376070857048,0.068376070857048,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"19004","4",-0.00259067350998521,0.0174093264900148,0,0,1,0,0,0,0,0,0,0,0,1,2,2
"19005","5",0.0234805196523666,-0.0165194803476334,0,0,0,1,0,0,0,0,0,0,0,1,2,2
"19006","6",0.120204605162144,0.110204605162144,0,0,0,0,1,0,0,0,0,0,0,1,2,2
"19007","7",0.0342465750873089,0.0242465750873089,0,0,0,0,0,1,0,0,0,0,0,1,2,2
"19008","8",0.0574834421277046,0.0074834421277046,0,0,0,0,0,0,1,0,0,0,0,1,2,2
"19009","9",0.0567226894199848,0.0467226894199848,0,0,0,0,0,0,0,1,0,0,0,1,2,2
"19010","10",-0.0556660033762455,-0.0956660033762455,0,0,0,0,0,0,0,0,1,0,0,1,2,2
"19011","11",-0.0792421028017998,-0.0692421028017998,0,0,0,0,0,0,0,0,0,1,0,1,2,2
"19012","12",-0.101382486522198,-0.141382486522198,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"19013","1",0.0581162311136723,0.0581162311136723,0,0,0,0,0,0,0,0,0,0,0,4,1,2
"19014","2",0.121212124824524,0.161212124824524,1,0,0,0,0,0,0,0,0,0,0,4,1,2
"19015","3",0.0716216191649437,0.0516216191649437,0,1,0,0,0,0,0,0,0,0,0,4,1,2
"19016","4",0.196202531456947,0.076202531456947,0,0,1,0,0,0,0,0,0,0,0,4,1,2
"19017","5",0.0965608432888985,0.0865608432888985,0,0,0,1,0,0,0,0,0,0,0,4,1,2
"19018","6",-0.175633296370506,-0.205633296370506,0,0,0,0,1,0,0,0,0,0,0,4,1,2
"19019","7",-0.0117474300786853,-0.0017474300786853,0,0,0,0,0,1,0,0,0,0,0,4,1,2
"19020","8",-0.0157503709197044,0.0242496290802956,0,0,0,0,0,0,1,0,0,0,0,4,1,2
"19021","9",-0.0878787860274315,-0.0578787860274315,0,0,0,0,0,0,0,1,0,0,0,4,1,2
"19022","10",-0.0033222590573132,-0.0033222590573132,0,0,0,0,0,0,0,0,1,0,0,4,1,2
"19023","11",-0.100000001490116,-0.130000001490116,0,0,0,0,0,0,0,0,0,1,0,4,1,2
"19024","12",-0.0899999961256981,-0.149999996125698,0,0,0,0,0,0,0,0,0,0,1,4,1,2
"19025","2",-0.00970043241977692,-0.00970043241977692,1,0,0,0,0,0,0,0,0,0,0,4,1,1
"19026","3",0.0889873281121254,0.0389873281121254,0,1,0,0,0,0,0,0,0,0,0,4,1,1
"19027","4",0.0178857985883951,0.0278857985883951,0,0,1,0,0,0,0,0,0,0,0,4,1,1
"19028","5",-0.0773669183254242,-0.0873669183254242,0,0,0,1,0,0,0,0,0,0,0,4,1,1
"19029","6",-0.0670124813914299,-0.0470124813914299,0,0,0,0,1,0,0,0,0,0,0,4,1,1
"19030","7",0.0523559264838696,-0.0176440735161304,0,0,0,0,0,1,0,0,0,0,0,4,1,1
"19031","8",0.0605795606970787,0.0905795606970787,0,0,0,0,0,0,1,0,0,0,0,4,1,1
"19032","9",0.0134174646809697,-0.0465825353190303,0,0,0,0,0,0,0,1,0,0,0,4,1,1
"19033","10",-0.0178768299520016,-0.0578768299520016,0,0,0,0,0,0,0,0,1,0,0,4,1,1
"19034","11",-0.0137215871363878,-0.0337215871363878,0,0,0,0,0,0,0,0,0,1,0,4,1,1
"19035","12",0.105905689299107,0.075905689299107,0,0,0,0,0,0,0,0,0,0,1,4,1,1
"19036","2",0.104729741811752,0.134729741811752,1,0,0,0,0,0,0,0,0,0,0,1,4,1
"19037","3",0.0489296615123749,0.0389296615123749,0,1,0,0,0,0,0,0,0,0,0,1,4,1
"19038","4",-0.0105263330042362,-0.100526333004236,0,0,1,0,0,0,0,0,0,0,0,1,4,1
"19039","5",0.00354606774635613,-0.0864539322536439,0,0,0,1,0,0,0,0,0,0,0,1,4,1
"19040","6",-0.101884558796883,-0.121884558796883,0,0,0,0,1,0,0,0,0,0,0,1,4,1
"19041","7",-0.00263157649897039,-0.0426315764989704,0,0,0,0,0,1,0,0,0,0,0,1,4,1
"19042","8",0.0164907649159431,-0.0235092350840569,0,0,0,0,0,0,1,0,0,0,0,1,4,1
"19043","9",-0.0428293347358704,-0.0428293347358704,0,0,0,0,0,0,0,1,0,0,0,1,4,1
"19044","10",0.0884353891015053,0.0184353891015053,0,0,0,0,0,0,0,0,1,0,0,1,4,1
"19045","11",0.0812499523162842,0.0412499523162842,0,0,0,0,0,0,0,0,0,1,0,1,4,1
"19046","12",-0.00173409970011562,-0.0517340997001156,0,0,0,0,0,0,0,0,0,0,1,1,4,1
"19047","2",0.0826306492090225,0.0626306492090225,1,0,0,0,0,0,0,0,0,0,0,1,4,1
"19048","3",0.00882652774453163,-0.0111734722554684,0,1,0,0,0,0,0,0,0,0,0,1,4,1
"19049","4",-0.0825592651963234,-0.0325592651963234,0,0,1,0,0,0,0,0,0,0,0,1,4,1
"19050","5",0.11192349344492,0.10192349344492,0,0,0,1,0,0,0,0,0,0,0,1,4,1
"19051","6",0.0743550881743431,0.0543550881743431,0,0,0,0,1,0,0,0,0,0,0,1,4,1
"19052","7",0.0122699495404959,0.0222699495404959,0,0,0,0,0,1,0,0,0,0,0,1,4,1
"19053","8",-0.048018679022789,-0.068018679022789,0,0,0,0,0,0,1,0,0,0,0,1,4,1
"19054","9",0.159157708287239,0.119157708287239,0,0,0,0,0,0,0,1,0,0,0,1,4,1
"19055","10",0.0410842560231686,0.0210842560231686,0,0,0,0,0,0,0,0,1,0,0,1,4,1
"19056","11",0.0842147991061211,0.0342147991061211,0,0,0,0,0,0,0,0,0,1,0,1,4,1
"19057","12",0.00262665026821196,-0.037373349731788,0,0,0,0,0,0,0,0,0,0,1,1,4,1
"19058","2",-0.0240556951612234,-0.0140556951612234,1,0,0,0,0,0,0,0,0,0,0,1,3,1
"19059","3",0.284108072519302,0.234108072519302,0,1,0,0,0,0,0,0,0,0,0,1,3,1
"19060","4",0.0198820605874062,-0.0101179394125938,0,0,1,0,0,0,0,0,0,0,0,1,3,1
"19061","5",-0.0748389065265656,-0.0248389065265656,0,0,0,1,0,0,0,0,0,0,0,1,3,1
"19062","6",0.158214345574379,0.158214345574379,0,0,0,0,1,0,0,0,0,0,0,1,3,1
"19063","7",0.0879629105329514,0.117962910532951,0,0,0,0,0,1,0,0,0,0,0,1,3,1
"19064","8",-0.0723404064774513,-0.0923404064774513,0,0,0,0,0,0,1,0,0,0,0,1,3,1
"19065","9",-0.186238557100296,-0.186238557100296,0,0,0,0,0,0,0,1,0,0,0,1,3,1
"19066","10",0.106094799935818,0.046094799935818,0,0,0,0,0,0,0,0,1,0,0,1,3,1
"19067","11",0.0761904716491699,0.0261904716491699,0,0,0,0,0,0,0,0,0,1,0,1,3,1
"19068","12",-0.0907079577445984,-0.0907079577445984,0,0,0,0,0,0,0,0,0,0,1,1,3,1
"19069","2",0.0387187749147415,0.0387187749147415,1,0,0,0,0,0,0,0,0,0,0,1,3,1
"19070","3",0.107082314789295,0.077082314789295,0,1,0,0,0,0,0,0,0,0,0,1,3,1
"19071","4",0.0824142917990685,0.0224142917990685,0,0,1,0,0,0,0,0,0,0,0,1,3,1
"19072","5",0.139541357755661,0.079541357755661,0,0,0,1,0,0,0,0,0,0,0,1,3,1
"19073","6",0.0884252935647964,0.0984252935647964,0,0,0,0,1,0,0,0,0,0,0,1,3,1
"19074","7",-0.11514738202095,-0.06514738202095,0,0,0,0,0,1,0,0,0,0,0,1,3,1
"19075","8",0.0593854710459709,0.0793854710459709,0,0,0,0,0,0,1,0,0,0,0,1,3,1
"19076","9",0.0160858053714037,-0.0439141946285963,0,0,0,0,0,0,0,1,0,0,0,1,3,1
"19077","10",0.0996638238430023,0.0296638238430023,0,0,0,0,0,0,0,0,1,0,0,1,3,1
"19078","11",-0.0347237400710583,0.0752762599289417,0,0,0,0,0,0,0,0,0,1,0,1,3,1
"19079","12",-0.0807692036032677,-0.110769203603268,0,0,0,0,0,0,0,0,0,0,1,1,3,1
"19080","2",-0.0056179529055953,-0.0556179529055953,1,0,0,0,0,0,0,0,0,0,0,1,4,1
"19081","3",0.0895883440971375,0.0195883440971375,0,1,0,0,0,0,0,0,0,0,0,1,4,1
"19082","4",0.125925913453102,0.085925913453102,0,0,1,0,0,0,0,0,0,0,0,1,4,1
"19083","5",-0.0848684161901474,0.0051315838098526,0,0,0,1,0,0,0,0,0,0,0,1,4,1
"19084","6",-0.0330697372555733,0.0269302627444267,0,0,0,0,1,0,0,0,0,0,0,1,4,1
"19085","7",-0.0862453430891037,-0.166245343089104,0,0,0,0,0,1,0,0,0,0,0,1,4,1
"19086","8",-0.0471928343176842,0.0028071656823158,0,0,0,0,0,0,1,0,0,0,0,1,4,1
"19087","9",0.1443210542202,0.0343210542202,0,0,0,0,0,0,0,1,0,0,0,1,4,1
"19088","10",-0.0111940018832684,-0.0411940018832684,0,0,0,0,0,0,0,0,1,0,0,1,4,1
"19089","11",0.17207545042038,0.15207545042038,0,0,0,0,0,0,0,0,0,1,0,1,4,1
"19090","12",0.159690961241722,0.079690961241722,0,0,0,0,0,0,0,0,0,0,1,1,4,1
"19091","3",0.0417947322130203,0.0217947322130203,0,1,0,0,0,0,0,0,0,0,0,1,4,1
"19092","4",0.00058987142983824,-0.00941012857016176,0,0,1,0,0,0,0,0,0,0,0,1,4,1
"19093","5",0.0277123376727104,0.0677123376727104,0,0,0,1,0,0,0,0,0,0,0,1,4,1
"19094","6",0.0367182679474354,0.0667182679474354,0,0,0,0,1,0,0,0,0,0,0,1,4,1
